8.000000900019889727e+00 3.040165267460902783e+02 1.619913436036446546e+04 1.020152954951645806e+06 7.204423420154039562e+07 5.551355709096897125e+09
1.599998109958230152e+01 2.364046924505894367e+03 5.247788331730462378e+05 1.405885303860270083e+08 4.294201324022866821e+10 1.451466376466050586e+13
3.199869197109256191e+01 2.006735148405485597e+04 1.980800901452217251e+07 2.394193377674678802e+10 3.340097336716782031e+13 5.195301402585436800e+16
6.398599769054896313e+01 1.795004184922180721e+05 8.162677449913873672e+08 4.591228767640674805e+12 3.014391956837786400e+16 2.243692470767465595e+20
1.278798995457799634e+02 1.655267507590114139e+06 3.539723245557435608e+10 9.451522833542145000e+14 2.973408079120916890e+19 1.076069729038655918e+24
2.550360905976021968e+02 1.541067784825322218e+07 1.543795504163606201e+12 1.912939684032569600e+17 2.749137815740390310e+22 4.392122420182203521e+27
5.042325768399481376e+02 1.438795780987832546e+08 6.928276304978753906e+13 4.190249535767077683e+19 3.003681513395947987e+25 2.502354565512804729e+31
9.619549792050404449e+02 1.280992364888294697e+09 2.964150659939481500e+15 8.709321739907137274e+21 3.035357316276898042e+28 1.213415941378999728e+35
